,FCN1,CD14,TCF7L2,FCGR3A,LYN,CST3,COTL1,LYZ,DMXL2,CLEC10A,FCER1A,MKI67,HBA1,HBB,CDK6,SYNGR1,HBM,GYPA,GNLY,NKG7,CD247,FCER1G,TYROBP,KLRG1,FCGR3A,ID2,PLCG2,GNLY,SYNE1,MS4A1,IL4R,IGHD,FCRL1,IGHM,MS4A1,ITGB1,COL4A4,PRDM1,IRF4,PAX5,BCL11A,BLK,IGHD,IGHM,MZB1,HSP90B1,FNDC3B,PRDM1,IGKC,JCHAIN,XBP1,PRDM1,PAX5,CD4,IL7R,TRBC2,CD8A,CD8B,GZMK,GZMA,CCL5,GZMB,GZMH,GZMA,LEF1,CCR7,TCF7,GZMB,IL3RA,COBLL1,TCF4,ITGA2B,PF4,TUBB1,PPBP
0,0.04688291941206285,0.015712113532691332,0.011150532184490624,0.006588950836289914,0.010390268626457172,0.04130765331981753,0.47212366953877344,0.18423720223010645,0.01419158641662443,0.0017739483020780538,0.003294475418144957,0.017232640648758235,0.8456664977192093,0.9997465788139889,0.15408008109477953,0.05778003041054232,0.1875316776482514,0.0245818550430816,0.049417131272174356,0.06436898124683224,0.5661429295489103,0.06639635073492144,0.026609224531170806,0.07095793208312215,0.006588950836289914,0.525342118601115,0.8829194120628484,0.049417131272174356,0.24480486568677143,0.00912316269640142,0.17029903699949317,0.00937658388241257,0.005575266092245312,0.08185504308160162,0.00912316269640142,0.31322858590978203,0.0053218449062341616,0.1629498226051698,0.030917384693360365,0.007349214394323365,0.011657374556512924,0.006082108464267613,0.00937658388241257,0.08185504308160162,0.012164216928535226,0.5451089711099848,0.05043081601621895,0.1629498226051698,0.37278256462240245,0.027369488089204256,0.3748099341104916,0.1629498226051698,0.007349214394323365,0.26964014191586416,0.8487075519513432,0.8449062341611758,0.22833248859604663,0.2959959452610238,0.04206791687785099,0.05271160669031931,0.09351241763811455,0.01469842878864673,0.00937658388241257,0.05271160669031931,0.5648758236188546,0.5684237202230107,0.7442980233147491,0.01469842878864673,0.00912316269640142,0.003294475418144957,0.011910795742524075,0.0007602635580334517,0.0005068423720223011,0.0015205271160669033,0.00025342118601115053
1,0.05417607223476298,0.015156401160915834,0.011286681715575621,0.03160270880361174,0.023540793292486296,0.0399871009351822,0.1109319574330861,0.2038052241212512,0.013866494679135763,0.002257336343115124,0.002257336343115124,0.02289584005159626,0.8026443082876491,0.999032570138665,0.09867784585617542,0.01676878426314092,0.1857465333763302,0.020638503708481134,0.18123186069009997,0.1670428893905192,0.20090293453724606,0.03128023218316672,0.04933892292808771,0.09351821992905514,0.03160270880361174,0.21799419542083198,0.5298290873911642,0.18123186069009997,0.33569816188326346,0.017736214124475975,0.09900032247662044,0.009674298613350531,0.007416962270235408,0.07481457594324412,0.017736214124475975,0.1560786842953886,0.0032247662044501773,0.11802644308287649,0.017736214124475975,0.011286681715575621,0.009674298613350531,0.003869719445340213,0.009674298613350531,0.07481457594324412,0.01709126088358594,0.19574330861012576,0.04643663334408255,0.11802644308287649,0.40632054176072235,0.03031280232183167,0.11383424701709126,0.11802644308287649,0.011286681715575621,0.07578200580457917,0.39116414059980653,0.21928410190261205,0.07674943566591422,0.050628829409867786,0.06739761367300871,0.0709448564979039,0.20509513060303128,0.07191228635923895,0.052563689132537894,0.0709448564979039,0.16768784263140923,0.13930990003224766,0.2766849403418252,0.07191228635923895,0.00419219606578523,0.0019348597226701064,0.013221541438245728,0.0009674298613350532,0.0006449532408900354,0.0029022895840051595,0.0009674298613350532
2,0.04206349206349207,0.012698412698412698,0.03015873015873016,0.16587301587301587,0.05476190476190476,0.04126984126984127,0.3682539682539683,0.16587301587301587,0.011111111111111112,0.002380952380952381,0.002380952380952381,0.01746031746031746,0.8222222222222222,0.9992063492063492,0.1365079365079365,0.15,0.19523809523809524,0.029365079365079365,0.3626984126984127,0.8865079365079365,0.5912698412698413,0.023809523809523808,0.10158730158730159,0.5992063492063492,0.16587301587301587,0.8095238095238095,0.8468253968253968,0.3626984126984127,0.5190476190476191,0.06190476190476191,0.10317460317460317,0.018253968253968255,0.007142857142857143,0.07857142857142857,0.06190476190476191,0.5119047619047619,0.004761904761904762,0.38333333333333336,0.04047619047619048,0.009523809523809525,0.007142857142857143,0.011904761904761904,0.018253968253968255,0.07857142857142857,0.01904761904761905,0.5873015873015873,0.05952380952380952,0.38333333333333336,0.4007936507936508,0.030952380952380953,0.4142857142857143,0.38333333333333336,0.009523809523809525,0.06666666666666667,0.515079365079365,0.830952380952381,0.5992063492063492,0.5063492063492063,0.6158730158730159,0.8238095238095238,0.9865079365079366,0.27380952380952384,0.403968253968254,0.8238095238095238,0.09047619047619047,0.0746031746031746,0.43492063492063493,0.27380952380952384,0.0031746031746031746,0.0,0.007142857142857143,0.0007936507936507937,0.0007936507936507937,0.003968253968253968,0.0
3,0.9437458636664461,0.8166776968894772,0.1872931833223031,0.11780277961614824,0.7504963600264726,0.9947054930509597,0.9821310390469887,0.9960291197882197,0.6393117140966248,0.13103904698874919,0.13898080741230973,0.12243547319655856,0.9616148246194574,1.0,0.09794837855724686,0.20913302448709464,0.33951025810721375,0.03772336201191264,0.07478491065519524,0.2673726009265387,0.06816677696889477,0.9311714096624751,0.9781601588352085,0.05162144275314361,0.11780277961614824,0.6743878226340172,0.9086697551290536,0.07478491065519524,0.27200529450694905,0.03772336201191264,0.28325612177365983,0.0357379219060225,0.01588352084712111,0.14758438120450032,0.03772336201191264,0.5545996029119789,0.0033090668431502318,0.05029781601588352,0.08338848444738584,0.019192587690271344,0.26935804103242883,0.011912640635340834,0.0357379219060225,0.14758438120450032,0.02382528127068167,0.7637326273990734,0.46525479814692255,0.05029781601588352,0.5737921906022502,0.045665122435473195,0.5579086697551291,0.05029781601588352,0.019192587690271344,0.5473196558570483,0.07875579086697551,0.09927200529450694,0.020516214427531435,0.02514890800794176,0.022501654533421574,0.028457974851091992,0.09728656518861681,0.029781601588352084,0.01786896095301125,0.028457974851091992,0.04500330906684315,0.04698874917273329,0.10125744540039709,0.029781601588352084,0.05029781601588352,0.020516214427531435,0.19523494374586367,0.0033090668431502318,0.009265387160820648,0.004632693580410324,0.01654533421575116
4,0.05629477993858751,0.015353121801432957,0.0030706243602865915,0.01842374616171955,0.43500511770726713,0.044012282497441144,0.3295803480040942,0.19037871033776868,0.009211873080859774,0.0020470829068577278,0.0040941658137154556,0.014329580348004094,0.8403275332650972,0.9979529170931423,0.07881269191402251,0.04503582395087001,0.19344933469805528,0.0255885363357216,0.05834186284544524,0.06857727737973388,0.06653019447287616,0.02968270214943705,0.048106448311156604,0.0255885363357216,0.01842374616171955,0.10133060388945753,0.8024564994882293,0.05834186284544524,0.19447287615148415,0.9027635619242579,0.5445240532241555,0.7093142272262026,0.6141248720573184,0.8638689866939611,0.9027635619242579,0.18526100307062435,0.052200614124872056,0.04196519959058342,0.1218014329580348,0.5895598771750256,0.6182190378710338,0.43398157625383826,0.7093142272262026,0.8638689866939611,0.27226202661207777,0.4616171954964176,0.015353121801432957,0.04196519959058342,0.5445240532241555,0.24667349027635618,0.11770726714431934,0.04196519959058342,0.5895598771750256,0.017400204708290685,0.07778915046059365,0.42067553735926305,0.027635619242579325,0.021494370522006142,0.015353121801432957,0.03582395087001024,0.07778915046059365,0.027635619242579325,0.01842374616171955,0.03582395087001024,0.04094165813715456,0.2538382804503582,0.1299897645854657,0.027635619242579325,0.015353121801432957,0.3111566018423746,0.5301944728761515,0.0020470829068577278,0.0,0.006141248720573183,0.0
5,0.07142857142857142,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.8690476190476191,0.9761904761904762,0.21428571428571427,0.27380952380952384,0.35714285714285715,0.0,0.7023809523809523,0.03571428571428571,0.9523809523809523,1.0,0.2857142857142857,0.2976190476190476,0.3333333333333333,0.011904761904761904,0.023809523809523808,0.2857142857142857,0.011904761904761904,0.9523809523809523,0.9404761904761905,0.011904761904761904,0.011904761904761904,0.6904761904761905,0.9285714285714286,0.023809523809523808,0.09523809523809523,0.047619047619047616,0.2261904761904762,0.13095238095238096,0.0,0.9166666666666666,0.047619047619047616,0.5357142857142857,0.011904761904761904,0.03571428571428571,0.9047619047619048,0.011904761904761904,1.0,0.15476190476190477,0.13095238095238096,0.9166666666666666,0.9761904761904762,0.9880952380952381,0.047619047619047616,0.03571428571428571,0.9761904761904762,0.9880952380952381,0.8333333333333334,0.03571428571428571,0.011904761904761904,0.8333333333333334,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.011904761904761904,0.10714285714285714,0.9642857142857143,0.15476190476190477,0.011904761904761904,0.023809523809523808,0.13095238095238096,0.14285714285714285,0.9642857142857143,0.9523809523809523,0.7142857142857143,1.0,0.0,0.0,0.0,0.0
6,0.07569721115537849,0.027888446215139442,0.22310756972111553,0.01593625498007968,0.5378486055776892,0.4820717131474104,0.3745019920318725,0.34462151394422313,0.11952191235059761,0.0,0.17729083665338646,0.3804780876494024,0.9043824701195219,1.0,0.7609561752988048,0.5517928286852589,0.30876494023904383,0.045816733067729085,0.061752988047808766,0.25697211155378485,0.055776892430278883,0.14940239043824702,0.17330677290836655,0.17729083665338646,0.01593625498007968,0.46613545816733065,0.9023904382470119,0.061752988047808766,0.2689243027888446,0.12350597609561753,0.08764940239043825,0.3386454183266932,0.0398406374501992,0.6593625498007968,0.12350597609561753,0.5239043824701195,0.0099601593625498,0.045816733067729085,0.2051792828685259,0.2868525896414343,0.7171314741035857,0.1254980079681275,0.3386454183266932,0.6593625498007968,0.6394422310756972,0.7808764940239044,0.2051792828685259,0.045816733067729085,0.6135458167330677,0.21115537848605578,0.7370517928286853,0.045816733067729085,0.2868525896414343,0.10159362549800798,0.20119521912350596,0.2788844621513944,0.03187250996015936,0.0199203187250996,0.03187250996015936,0.02390438247011952,0.10358565737051793,0.03386454183266932,0.01593625498007968,0.02390438247011952,0.2968127490039841,0.06573705179282868,0.2649402390438247,0.03386454183266932,0.14342629482071714,0.13147410358565736,0.8386454183266933,0.10756972111553785,0.00199203187250996,0.0099601593625498,0.00199203187250996
7,0.047787610619469026,0.010619469026548672,0.0029498525073746312,0.007669616519174041,0.012389380530973451,0.04070796460176991,0.025958702064896755,0.19174041297935104,0.007079646017699115,0.0029498525073746312,0.004129793510324484,0.01887905604719764,1.0,1.0,0.00943952802359882,0.012979351032448377,0.928023598820059,0.4023598820058997,0.044837758112094395,0.054277286135693215,0.016519174041297935,0.024778761061946902,0.030678466076696165,0.004129793510324484,0.007669616519174041,0.06489675516224189,0.08672566371681416,0.044837758112094395,0.014749262536873156,0.010619469026548672,0.007079646017699115,0.011799410029498525,0.0035398230088495575,0.06430678466076696,0.010619469026548672,0.04247787610619469,0.0,0.002359882005899705,0.004129793510324484,0.007079646017699115,0.010619469026548672,0.002359882005899705,0.011799410029498525,0.06430678466076696,0.010619469026548672,0.03952802359882006,0.0035398230088495575,0.002359882005899705,0.41179941002949855,0.03008849557522124,0.015339233038348082,0.002359882005899705,0.007079646017699115,0.008259587020648967,0.02359882005899705,0.05014749262536873,0.010619469026548672,0.010029498525073746,0.005309734513274336,0.014749262536873156,0.04247787610619469,0.01887905604719764,0.011209439528023599,0.014749262536873156,0.007079646017699115,0.011799410029498525,0.015339233038348082,0.01887905604719764,0.0005899705014749262,0.0017699115044247787,0.0058997050147492625,0.0005899705014749262,0.0,0.02064896755162242,0.0
8,0.738255033557047,0.2684563758389262,0.2214765100671141,0.13087248322147652,0.3187919463087248,0.540268456375839,0.5,0.7416107382550335,0.40604026845637586,0.03691275167785235,0.050335570469798654,0.0436241610738255,0.8959731543624161,1.0,0.040268456375838924,0.010067114093959731,0.2550335570469799,0.04697986577181208,0.05704697986577181,0.053691275167785234,0.02348993288590604,0.13758389261744966,0.3724832214765101,0.0,0.13087248322147652,0.3825503355704698,0.7885906040268457,0.05704697986577181,0.13758389261744966,0.010067114093959731,0.09060402684563758,0.013422818791946308,0.0,0.11073825503355705,0.010067114093959731,0.11409395973154363,0.0,0.02348993288590604,0.03355704697986577,0.003355704697986577,0.10067114093959731,0.0,0.013422818791946308,0.11073825503355705,0.026845637583892617,0.28187919463087246,0.14429530201342283,0.02348993288590604,0.4966442953020134,0.04697986577181208,0.20469798657718122,0.02348993288590604,0.003355704697986577,0.19463087248322147,0.0436241610738255,0.06711409395973154,0.006711409395973154,0.003355704697986577,0.006711409395973154,0.02348993288590604,0.050335570469798654,0.010067114093959731,0.006711409395973154,0.02348993288590604,0.010067114093959731,0.013422818791946308,0.04697986577181208,0.010067114093959731,0.003355704697986577,0.010067114093959731,0.08389261744966443,0.006711409395973154,0.0,0.003355704697986577,0.006711409395973154
9,0.04450261780104712,0.010471204188481676,0.015706806282722512,0.007853403141361256,0.662303664921466,0.15968586387434555,0.0968586387434555,0.2094240837696335,0.013089005235602094,0.002617801047120419,0.010471204188481676,0.03926701570680628,0.8167539267015707,1.0,0.32722513089005234,0.031413612565445025,0.2513089005235602,0.013089005235602094,0.04712041884816754,0.04450261780104712,0.0549738219895288,0.02356020942408377,0.02356020942408377,0.03664921465968586,0.007853403141361256,0.24345549738219896,0.9109947643979057,0.04712041884816754,0.17801047120418848,0.25654450261780104,0.09424083769633508,0.5916230366492147,0.29581151832460734,0.9842931937172775,0.25654450261780104,0.18586387434554974,0.007853403141361256,0.015706806282722512,0.675392670157068,0.8115183246073299,0.4031413612565445,0.3010471204188482,0.5916230366492147,0.9842931937172775,0.806282722513089,0.4790575916230366,0.010471204188481676,0.015706806282722512,0.756544502617801,0.14136125654450263,0.22774869109947643,0.015706806282722512,0.8115183246073299,0.015706806282722512,0.19633507853403143,0.14659685863874344,0.007853403141361256,0.01832460732984293,0.015706806282722512,0.007853403141361256,0.05235602094240838,0.02356020942408377,0.010471204188481676,0.007853403141361256,0.23821989528795812,0.060209424083769635,0.1806282722513089,0.02356020942408377,0.13089005235602094,0.015706806282722512,0.8167539267015707,0.002617801047120419,0.0,0.002617801047120419,0.0
