gene_id	ZT0_rep_1	ZT0_rep_2	ZT0_rep_3	ZT4_rep_1	ZT4_rep_2	ZT4_rep_3
AT1G61800	-0.901976626938293	-0.901976626938293	-0.888664809498023	0.593703339923541	0.931249871950823	1.16766485150025
AT1G57590	-0.906111580950126	-0.906111580950126	-0.906111580950126	0.823292807710524	1.12568156002377	0.769360375116083
AT2G46790	-0.878358045301277	-0.922700842323396	-0.936659317259409	0.940520330635433	0.88762097554579	0.909576898702859
AT5G03210	-0.874843659853253	-0.874843659853253	-0.874843659853253	0.43412376864956	0.853811402667288	1.33659580824291
AT1G09350	-0.907996473618319	-0.907996473618319	-0.907996473618319	0.988507529958938	1.01527293874193	0.720208952154087
AT1G25145	-0.63836510480368	-0.63836510480368	-0.63836510480368	1.51112295227215	-0.63836510480368	1.04233746694257
AT4G33467	-0.906628982869054	-0.906628982869054	-0.906628982869054	1.11907469041428	0.785513907144002	0.815298351048881
AT4G29610	-0.925635718166502	-0.883102657376891	-0.925635718166502	0.987180966810534	0.820405593974228	0.926787532925133
AT2G20880	-0.893025018477987	-0.920832443899042	-0.920832443899042	0.995141365910216	0.910521273803387	0.829027266562467
AT1G03495	-0.893214371471755	-0.893214371471755	-0.893214371471755	0.537163951747155	1.17812893416868	0.964350228499435
AT5G13170	-0.912347226904845	-0.912347226904845	-0.912347226904845	0.972490819557053	0.869838635401459	0.894712225756023
AT2G15318	-0.870327348886907	-0.870327348886907	-0.870327348886907	1.25879008006083	1.0143465519693	0.337845414630596
AT2G29170	-0.87175967276696	-0.932535724837836	-0.932535724837836	0.894873926465787	0.963327249477284	0.878629946499561
AT2G46670	-0.920627329782923	-0.875440044802226	-0.941375942284313	0.948954452805587	0.89368722382804	0.894801640235835
AT4G31073	0.858970921338377	1.64250518409558	-0.625369026358488	-0.625369026358488	-0.625369026358488	-0.625369026358488
AT5G37260	0.848508438064296	0.891080740150672	0.994175819933997	-0.846004897066626	-0.9375713801238	-0.95018872095854
AT4G11320	-0.897866454430544	-0.897866454430544	-0.86534206915364	1.30785024621567	0.596693940405634	0.756530791393428
AT1G22770	-0.911912132051803	-0.923790278072384	-0.899538288957474	0.890192333469321	0.997738961816709	0.84730940379563
AT5G02810	-0.902374271167856	-0.899532985023937	-0.934603323425675	0.969180551616447	0.915595061458072	0.851734966542949
AT1G53903	-0.717249450886689	-0.717249450886689	-0.717249450886689	1.34271854322675	1.21891713120164	-0.409887321768329
AT2G39920	-0.978732152694914	-0.922186530524563	-0.833880929526124	0.871323462442121	0.952007682891313	0.911468467412166
AT1G56650	-0.963088490398577	-0.85703087479137	-0.877951331438948	0.623064622982978	0.923210710540601	1.15179536310532
AT3G55240	-0.858423726441346	-0.953364234962635	-0.826735653613392	1.30725723236207	0.860128612949972	0.471137769705328
AT4G15210	-0.885338742798058	-0.856994607458617	-0.837376022059397	0.272589133909949	1.00384335693135	1.30327688147477
AT5G43440	-0.942524734824237	-0.892231551600357	-0.885079097121639	1.04953823241873	0.968805200110962	0.701491951016544
AT1G25422	-0.880937551494118	-0.938993880159175	-0.879781172398691	1.12483632691383	0.964709407522456	0.610166869615693
AT4G28085	0.748970319801044	1.02803280283705	0.944713866405304	-0.790448764201555	-0.965634112420923	-0.965634112420923
AT5G42800	-0.933346053287697	-0.803791110635688	-0.932421220300256	0.504691915262984	0.994859495088319	1.17000697387234
AT2G42530	-0.922002597409947	-0.964485877875016	-0.846817876015222	0.996910506543361	0.843582239276809	0.892813605480015
AT5G59570	0.759883958927663	1.02580658386462	0.942710653492506	-0.920686727064368	-0.906502489723543	-0.901211979496875
